visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome
3338,145,2025-10-15,SW-06,Reintegration Assessment,Proposed Foster Home,Diaz (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
3339,145,2025-11-02,SW-19,Initial Assessment,Family Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
3340,145,2025-11-29,SW-17,Routine Follow-Up,Community Center,Flores (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
3341,145,2025-12-08,SW-11,Emergency,Barangay Office,Mendoza (Parent); Rivera (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,True,True,,Needs Improvement
3342,145,2025-12-18,SW-13,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Needs Improvement
3343,145,2026-01-05,SW-11,Initial Assessment,Church,Flores (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
3344,145,2026-01-14,SW-10,Routine Follow-Up,Community Center,Cruz (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
3345,145,2026-02-28,SW-12,Initial Assessment,Family Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
3346,146,2023-07-26,SW-11,Post-Placement Monitoring,Family Home,Rivera (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,,Needs Improvement
3347,146,2023-08-19,SW-05,Routine Follow-Up,Family Home,Rivera (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,,Inconclusive
3348,146,2023-11-01,SW-15,Initial Assessment,Proposed Foster Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,True,Follow-up scheduled,Unfavorable
3349,146,2023-11-06,SW-15,Initial Assessment,Church,Rivera (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
3350,146,2023-11-16,SW-02,Initial Assessment,Community Center,Diaz (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,Follow-up scheduled,Favorable
3351,146,2023-12-24,SW-19,Reintegration Assessment,Church,Mendoza (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
3352,146,2024-01-05,SW-03,Post-Placement Monitoring,Community Center,Garcia (Parent); Rivera (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,False,Follow-up scheduled,Inconclusive
3353,146,2024-05-18,SW-03,Initial Assessment,School,Torres (Parent); Mendoza (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
3354,146,2024-07-07,SW-14,Initial Assessment,Proposed Foster Home,Santos (Parent); Reyes (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
3355,146,2024-07-08,SW-04,Reintegration Assessment,Family Home,Lopez (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
3356,146,2024-09-14,SW-02,Routine Follow-Up,Proposed Foster Home,Lopez (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive
3357,146,2024-09-18,SW-13,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
3358,146,2024-10-12,SW-01,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Unfavorable
3359,147,2025-05-01,SW-14,Post-Placement Monitoring,Proposed Foster Home,Diaz (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable
3360,147,2025-05-13,SW-06,Reintegration Assessment,Proposed Foster Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,True,True,Follow-up scheduled,Needs Improvement
3361,147,2025-06-14,SW-11,Routine Follow-Up,Proposed Foster Home,Cruz (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Needs Improvement
3362,147,2025-06-25,SW-14,Routine Follow-Up,Proposed Foster Home,Reyes (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive
3363,147,2025-07-28,SW-17,Reintegration Assessment,Proposed Foster Home,Mendoza (Parent); Mendoza (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,True,,Needs Improvement
3364,147,2025-08-09,SW-04,Emergency,Community Center,Santos (Parent); Torres (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement
3365,147,2025-08-11,SW-11,Reintegration Assessment,Church,Garcia (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable
3366,147,2025-08-26,SW-20,Reintegration Assessment,School,Santos (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable
3367,147,2025-08-31,SW-18,Reintegration Assessment,Church,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,False,,Favorable
3368,147,2025-09-06,SW-02,Reintegration Assessment,Barangay Office,Garcia (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,,Inconclusive
3369,147,2025-09-15,SW-04,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
3370,147,2025-10-10,SW-01,Initial Assessment,Community Center,Flores (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
3371,147,2025-11-01,SW-19,Reintegration Assessment,Family Home,Santos (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable
3372,147,2025-11-09,SW-15,Reintegration Assessment,Barangay Office,Lopez (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
3373,147,2025-12-31,SW-09,Routine Follow-Up,School,Cruz (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,True,,Unfavorable
3374,147,2026-02-24,SW-15,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable
3375,147,2026-04-07,SW-03,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable
3376,147,2026-04-17,SW-14,Reintegration Assessment,Proposed Foster Home,Flores (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,True,Follow-up scheduled,Needs Improvement
3377,147,2026-05-05,SW-14,Routine Follow-Up,Barangay Office,Flores (Parent); Reyes (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
3378,147,2026-05-10,SW-13,Initial Assessment,Church,Garcia (Parent); Flores (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,True,Follow-up scheduled,Needs Improvement
3379,147,2026-05-19,SW-09,Reintegration Assessment,Church,Santos (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable
3380,147,2026-06-01,SW-08,Emergency,Church,Cruz (Parent); Garcia (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,False,Follow-up scheduled,Favorable
3381,147,2026-06-05,SW-11,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
3382,147,2026-06-27,SW-15,Reintegration Assessment,Family Home,Flores (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
3383,147,2026-06-28,SW-11,Reintegration Assessment,Proposed Foster Home,Santos (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,,Favorable
3384,147,2026-07-30,SW-01,Routine Follow-Up,Family Home,Santos (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
3385,147,2026-08-05,SW-11,Emergency,School,Flores (Parent); Mendoza (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,False,,Favorable
3386,147,2026-08-08,SW-12,Reintegration Assessment,Community Center,Torres (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Inconclusive
3387,147,2026-08-10,SW-03,Reintegration Assessment,Church,Rivera (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable
3388,147,2026-09-18,SW-17,Reintegration Assessment,Community Center,Garcia (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
3389,147,2026-11-28,SW-09,Routine Follow-Up,Family Home,Rivera (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Favorable
3390,147,2026-12-13,SW-10,Initial Assessment,Community Center,Mendoza (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable
3391,147,2026-12-19,SW-03,Reintegration Assessment,Family Home,Rivera (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,,Needs Improvement
3392,147,2027-01-23,SW-09,Post-Placement Monitoring,Community Center,Torres (Parent); Flores (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
3393,148,2024-02-16,SW-15,Routine Follow-Up,School,Santos (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,False,,Inconclusive
3394,148,2024-02-23,SW-17,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
